"","Country","City","AQI Value","AQI Category","lat","lng"
"7664","United States of America","Norristown",59,"Moderate",40.1225,-75.3398
"7665","United States of America","North Adams",42,"Good",42.6844,-73.1166
"7666","United States of America","Norwell",68,"Moderate",42.1608,-70.8177
"7667","United States of America","Novi",48,"Good",42.4786,-83.4893
"7668","Uganda","Ntungamo",160,"Unhealthy",-0.8819,30.2653
"7669","Japan","Numata",38,"Good",36.646,139.0442
"7670","Denmark","Nyborg",36,"Good",55.3122,10.7897
"7671","Poland","Nysa",32,"Good",50.4714,17.3339
"7672","United States of America","Okemos",46,"Good",42.7057,-84.4135
"7673","India","Okha",151,"Unhealthy",53.5889,142.9492
"7674","Belgium","Olen",38,"Good",51.15,4.85
"7675","Bulgaria","Karnobat",41,"Good",42.6333,26.9833
"7676","Turkey","Kastamonu",41,"Good",41.3764,33.7764
"7677","Thailand","Khao Yoi",36,"Good",13.2403,99.8254
"7678","Russian Federation","Kandalaksha",27,"Good",67.1569,32.4117
"7679","Uganda","Kanungu",176,"Unhealthy",-0.8969,29.7756
"7680","Sweden","Karlskoga",28,"Good",59.3333,14.5167
"7681","Turkey","Kayseri",40,"Good",38.7225,35.4875
"7682","United States of America","Roselle",68,"Moderate",40.6527,-74.2599
"7683","United States of America","Roselle",68,"Moderate",41.9809,-88.0861
"7684","Italy","Rubano",92,"Moderate",45.4333,11.7833
"7685","Italy","Rubiera",74,"Moderate",44.65,10.7833
"7686","India","Samthar",234,"Very Unhealthy",25.84,78.9
"7687","United States of America","San Anselmo",45,"Good",37.9821,-122.5699
"7688","Italy","San Donato Milanese",94,"Moderate",45.4167,9.2667
"7689","Costa Rica","San Rafael",79,"Moderate",-34.6,-68.3333
"7690","Costa Rica","San Rafael",79,"Moderate",14.95,120.9667
"7691","Costa Rica","San Rafael",79,"Moderate",37.9905,-122.5221
"7692","Costa Rica","San Rafael",79,"Moderate",10.0417,-84.075
"7693","Costa Rica","San Rafael",79,"Moderate",20.1889,-96.8658
"7694","Costa Rica","San Rafael",79,"Moderate",11.1728,122.8267
"7695","Costa Rica","San Rafael",79,"Moderate",14.7333,-88.4167
"7696","Costa Rica","San Rafael",79,"Moderate",6.2975,-75.0314
"7697","Costa Rica","San Rafael",79,"Moderate",-16.7795,-60.6799
"7698","El Salvador","San Salvador",107,"Unhealthy for Sensitive Groups",13.6989,-89.1914
"7699","El Salvador","San Salvador",107,"Unhealthy for Sensitive Groups",20.2833,-99.0153
"7700","El Salvador","San Salvador",107,"Unhealthy for Sensitive Groups",-31.6167,-58.5
"7701","Trinidad and Tobago","Sangre Grande",161,"Unhealthy",10.5667,-61.1333
"7702","United States of America","Saratoga Springs",57,"Moderate",43.0674,-73.7775
"7703","United States of America","Saratoga Springs",57,"Moderate",40.345,-111.9154
"7704","Japan","Satte",45,"Good",36.0781,139.7259
"7705","Lao People's Democratic Republic","Savannakhet",51,"Moderate",16.55,104.75
"7706","Italy","Scandicci",35,"Good",43.7544,11.1894
"7707","United States of America","Scranton",35,"Good",41.4044,-75.6649
"7708","Germany","Seesen",42,"Good",51.8931,10.1783
"7709","France","Senlis",53,"Moderate",49.2072,2.5867
"7710","Portugal","Sesimbra",32,"Good",38.4437,-9.0996
"7711","Italy","Sessa Aurunca",36,"Good",41.2333,13.9333
"7712","Russian Federation","Severodvinsk",27,"Good",64.5667,39.8667
"7713","Germany","Eppingen",51,"Moderate",49.1333,8.9167
"7714","Germany","Ergolding",51,"Moderate",48.5833,12.1667
"7715","United States of America","Sheboygan",52,"Moderate",43.7403,-87.7316
"7716","Zimbabwe","Shurugwi",39,"Good",-19.6667,30
"7717","Nepal","Siraha",65,"Moderate",26.6528,86.2069
"7718","Malta","Sliema",39,"Good",35.9122,14.5042
"7719","Ireland","Sligo",32,"Good",54.2667,-8.4833
"7720","Azerbaijan","Susa",31,"Good",5.4528,-73.814
"7721","Ukraine","Svatove",37,"Good",49.415,38.155
"7722","Russian Federation","Svirsk",43,"Good",53.0833,103.3333
"7723","Thailand","Tak",68,"Moderate",16.8711,99.125
"7724","Japan","Takahama",44,"Good",34.9275,136.9878
"7725","Japan","Takahama",44,"Good",35.4903,135.551
"7726","United States of America","Tallahassee",55,"Moderate",30.4551,-84.2527
"7727","Japan","Tamamura",43,"Good",36.3044,139.1149
"7728","India","Tambaram",79,"Moderate",12.831,80.0459
"7729","Indonesia","Tangerang",201,"Very Unhealthy",-6.1783,106.6319
"7730","Philippines","Tangub",50,"Good",8.0667,123.75
"7731","France","Tarare",24,"Good",45.8961,4.4331
"7732","Bangladesh","Rangpur",58,"Moderate",25.75,89.2444
"7733","France","Reims",49,"Good",49.2628,4.0347
"7734","Italy","Rho",99,"Moderate",45.5333,9.0333
"7735","Philippines","Rizal",84,"Moderate",15.71,121.1047
"7736","Philippines","Rizal",84,"Moderate",12.4667,120.9667
"7737","Philippines","Rizal",84,"Moderate",17.5,121.6
"7738","Philippines","Rizal",84,"Moderate",17.8478,121.345
"7739","Philippines","Rizal",84,"Moderate",14.1083,121.3917
"7740","Philippines","Rizal",84,"Moderate",8.5272,123.5517
"7741","Belgium","Roeselare",43,"Good",50.9447,3.1233
"7742","France","Somain",50,"Good",50.3575,3.2803
"7743","Germany","Steinbach",52,"Moderate",49.5258,-96.6839
"7744","China","Suining",146,"Unhealthy for Sensitive Groups",30.5098,105.5737
"7745","Brazil","Inhambupe",23,"Good",-11.7839,-38.3528
"7746","Kyrgyzstan","Isfana",104,"Unhealthy for Sensitive Groups",39.8389,69.5275
"7747","United Republic of Tanzania","Itigi",22,"Good",-5.7,34.4833
"7748","Italy","Ivrea",87,"Moderate",45.4674,7.8748
"7749","Japan","Izumo",44,"Good",35.3667,132.7667
"7750","United Kingdom of Great Britain and Northern Ireland","Hindley",33,"Good",53.5355,-2.5658
"7751","Japan","Hiroshima",50,"Good",34.3914,132.4519
"7752","Uganda","Hoima",59,"Moderate",1.4319,31.3525
"7753","United States of America","Honolulu",30,"Good",21.3294,-157.846
"7754","United States of America","Huntington Park",127,"Unhealthy for Sensitive Groups",33.98,-118.2167
"7755","Brazil","Ibirama",66,"Moderate",-27.0569,-49.5178
"7756","Nigeria","Ilorin",108,"Unhealthy for Sensitive Groups",8.5,4.55
"7757","France","Bobigny",30,"Good",48.9106,2.4397
"7758","Netherlands","Bodegraven",35,"Good",52.0822,4.7504
"7759","Turkey","Bolu",39,"Good",40.7347,31.6075
"7760","Italy","Borgosesia",65,"Moderate",45.7167,8.2667
"7761","Canada","Brantford",58,"Moderate",43.1667,-80.25
"7762","Belgium","Bree",30,"Good",51.1333,5.5833
"7763","Kenya","Bungoma",144,"Unhealthy for Sensitive Groups",0.5667,34.5667
"7764","Germany","Burgthann",41,"Good",49.3563,11.3176
"7765","Italy","Campi Bisenzio",37,"Good",43.8167,11.1333
"7766","Italy","Casoria",53,"Moderate",40.9,14.3
"7767","Italy","Castelfidardo",50,"Good",43.4642,13.5461
"7768","Portugal","Castelo Branco",23,"Good",39.8167,-7.5
"7769","Germany","Cham",50,"Good",49.2167,12.65
"7770","Italy","Acerra",52,"Moderate",40.95,14.3667
"7771","Russian Federation","Achinsk",37,"Good",56.2817,90.5039
"7772","Ghana","Akropong",110,"Unhealthy for Sensitive Groups",5.9742,-0.0881
"7773","Spain","Albacete",40,"Good",38.9956,-1.8558
"7774","Italy","Alfonsine",42,"Good",44.5,12.05
"7775","United States of America","Alhambra",87,"Moderate",34.084,-118.1355
"7776","Madagascar","Ambatolampy",21,"Good",-19.3861,47.4292
"7777","Madagascar","Ambatolampy",21,"Good",-18.9,46.1167
"7778","India","Amla",145,"Unhealthy for Sensitive Groups",21.9248,78.1279
"7779","Austria","Ansfelden",55,"Moderate",48.2083,14.2889
"7780","Turkey","Ardahan",39,"Good",41.1111,42.7022
"7781","France","Arras",35,"Good",50.292,2.78
"7782","Germany","Bad Oeynhausen",34,"Good",52.2,8.8
"7783","Germany","Bad Vilbel",28,"Good",50.1781,8.7361
"7784","Philippines","Baganga",52,"Moderate",7.5752,126.5585
"7785","Benin","Banikoara",30,"Good",11.3,2.4333
"7786","United Kingdom of Great Britain and Northern Ireland","Basildon",27,"Good",51.58,0.49
"7787",NA,"Dana Point",37,"Good",33.4733,-117.6967
"7788","Romania","Darabani",65,"Moderate",48.1864,26.5892
"7789","Netherlands","De Bilt",34,"Good",52.1167,5.2
"7790","United States of America","Deer Park",58,"Moderate",29.6898,-95.1151
"7791","United States of America","Deer Park",58,"Moderate",40.7623,-73.3218
"7792","Romania","Deva",70,"Moderate",45.8781,22.9144
"7793","India","Dhanaura",500,"Hazardous",25.1905,87.2595
"7794","Brazil","Diamantina",26,"Good",-18.2489,-43.6
"7795","United States of America","Dickson",78,"Moderate",36.0637,-87.3665
"7796","Philippines","Digos",60,"Moderate",6.75,125.35
"7797","Burkina Faso","Djibo",61,"Moderate",14.1011,-1.6306
"7798","Brazil","Dom Pedrito",25,"Good",-30.9828,-54.6728
"7799","France","Domont",30,"Good",49.0275,2.3267
"7800","France","Beauvais",30,"Good",49.4303,2.0952
"7801","Belgium","Beerse",30,"Good",51.3167,4.8667
"7802","China","Benxi",105,"Unhealthy for Sensitive Groups",41.292,123.761
"7803","Israel","Bet Shemesh",78,"Moderate",31.7456,34.9867
"7804","United Kingdom of Great Britain and Northern Ireland","Beverley",39,"Good",53.845,-0.427
"7805","India","Bhainsdehi",128,"Unhealthy for Sensitive Groups",21.6449,77.6302
"7806","United States of America","Cheektowaga",38,"Good",42.9082,-78.7466
"7807","United States of America","Chesterton",66,"Moderate",41.5997,-87.055
"7808","Guatemala","Chinautla",73,"Moderate",14.7029,-90.5
"7809","Japan","Chino",43,"Good",33.9836,-117.6654
"7810","Japan","Chino",43,"Good",35.9955,138.1588
"7811","United States of America","Choctaw",54,"Moderate",35.4802,-97.2666
"7812","Italy","Cinisi",48,"Good",38.1667,13.1
"7813","France","Clamart",31,"Good",48.8014,2.2628
"7814",NA,"Don Sak",63,"Moderate",9.3169,99.6944
"7815","United States of America","Colesville",54,"Moderate",39.073,-77.001
"7816","Chile","Collipulli",45,"Good",-37.95,-72.4333
"7817","United States of America","Columbia",54,"Moderate",34.0378,-80.9036
"7818","United States of America","Columbia",54,"Moderate",38.9472,-92.3268
"7819","United States of America","Columbia",54,"Moderate",39.2004,-76.859
"7820","United States of America","Columbia",54,"Moderate",35.6238,-87.0484
"7821","United States of America","Columbia",54,"Moderate",38.4581,-90.2156
"7822","United States of America","Columbia",54,"Moderate",40.0347,-76.4944
"7823","Italy","Comacchio",47,"Good",44.7,12.1833
"7824","Romania","Corabia",67,"Moderate",43.7736,24.5033
"7825","Ireland","Cork",27,"Good",51.8972,-8.47
"7826","Italy","Corridonia",47,"Good",43.25,13.5167
"7827","Ethiopia","Dabat",79,"Moderate",12.9842,37.765
"7828","United States of America","Westport",59,"Moderate",41.1428,-73.3475
"7829","United States of America","Westport",59,"Moderate",41.5886,-71.0837
"7830","United States of America","Westport",59,"Moderate",-41.7581,171.6022
"7831","United States of America","Wichita",59,"Moderate",37.6895,-97.3443
"7832","Germany","Wildberg",40,"Good",48.6239,8.7472
"7833","Germany","Wunsiedel",41,"Good",50.0167,12.0167
"7834","Belgium","Wuustwezel",34,"Good",51.3833,4.6
"7835","United States of America","Wylie",60,"Moderate",33.0362,-96.5161
"7836","China","Xinzhou",163,"Unhealthy",38.4178,112.7233
"7837","Canada","Yorkton",25,"Good",51.2139,-102.4628
"7838","Japan","Yoshida",42,"Good",34.7709,138.252
"7839","United States of America","Yucaipa",57,"Moderate",34.0336,-117.0429
"7840","China","Yuyao",166,"Unhealthy",30.0372,121.1546
"7841","Mexico","Zapotlanejo",56,"Moderate",20.6228,-103.0689
"7842","India","Zunheboto",35,"Good",25.9667,94.5167
"7843","Russian Federation","Zvenigorod",31,"Good",55.7333,36.85
"7844","Germany","Syke",32,"Good",52.9131,8.8269
"7845","Philippines","Tagbina",52,"Moderate",8.4578,126.1578
"7846","Myanmar","Thanatpin",59,"Moderate",17.2942,96.58
"7847","India","Tirupati",84,"Moderate",13.65,79.4167
"7848","Brazil","Vigia",29,"Good",-0.8578,-48.1419
"7849","Italy","Villa Literno",49,"Good",41.0096,14.0741
"7850","United Republic of Tanzania","Vwawa",21,"Good",-9.1081,32.9347
"7851","Belgium","Waremme",36,"Good",50.6975,5.2556
"7852","India","Warora",151,"Unhealthy",20.23,79.0008
"7853","United States of America","Warrensburg",69,"Moderate",38.7627,-93.726
"7854","United States of America","Warrensville Heights",40,"Good",41.4363,-81.5222
"7855","India","Warud",146,"Unhealthy for Sensitive Groups",21.4167,78.4
"7856","Japan","Watari",45,"Good",38.0442,140.8676
"7857","United States of America","Watertown",61,"Moderate",43.9734,-75.9094
"7858","United States of America","Watertown",61,"Moderate",43.1893,-88.7285
"7859","United States of America","Watertown",61,"Moderate",44.9094,-97.1532
"7860","United States of America","Watertown",61,"Moderate",41.616,-73.1177
"7861","United States of America","Webster Groves",83,"Moderate",38.5866,-90.3544
"7862","China","Tongliao",112,"Unhealthy for Sensitive Groups",43.6172,122.264
"7863","Australia","Toowoomba",22,"Good",-27.5667,151.95
"7864","Côte d'Ivoire","Toumodi",72,"Moderate",6.552,-5.019
"7865","Brazil","Tucano",20,"Good",-10.9628,-38.7869
"7866","France","Tulle",30,"Good",45.2658,1.7722
"7867","United States of America","Tulsa",54,"Moderate",36.1283,-95.9042
"7868","Thailand","Udon Thani",54,"Moderate",17.4167,102.75
"7869","Japan","Uozu",41,"Good",36.8273,137.4092
"7870","Venezuela (Bolivarian Republic of)","Upata",42,"Good",8.0204,-62.41
"7871","Netherlands","Utrecht",31,"Good",52.0833,5.1167
"7872","Republic of North Macedonia","Valandovo",33,"Good",41.3169,22.5611
"7873","Portugal","Valbom",33,"Good",41.1333,-8.5667
"7874","Finland","Valkeakoski",30,"Good",61.2667,24.0333
"7875","Italy","Vetralla",47,"Good",42.3106,12.0792
"7876","Italy","Viadana",64,"Moderate",44.9267,10.52
"7877","Mexico","Ometepec",62,"Moderate",16.6833,-98.4167
"7878","Italy","Osimo",45,"Good",43.4833,13.4833
"7879","Ukraine","Ovruch",34,"Good",51.3244,28.8081
"7880","Italy","Paderno Dugnano",33,"Good",45.5719,9.1692
"7881","United States of America","Palos Hills",78,"Moderate",41.6986,-87.8266
"7882","India","Rangia",106,"Unhealthy for Sensitive Groups",26.47,91.63
"7883","United States of America","Redan",99,"Moderate",33.7394,-84.1644
"7884","United Kingdom of Great Britain and Northern Ireland","Rhondda",74,"Moderate",51.6159,-3.4175
"7885","Portugal","Rio Maior",39,"Good",39.3333,-8.9333
"7886","Brazil","Rio Negrinho",41,"Good",-26.2539,-49.5178
"7887","United States of America","Rockland",67,"Moderate",42.1295,-70.91
"7888","Germany","Rodenbach",35,"Good",50.15,9.0333
"7889","United States of America","Romeoville",75,"Moderate",41.6318,-88.0997
"7890","India","Pulivendla",120,"Unhealthy for Sensitive Groups",14.4167,78.2333
"7891","Iran (Islamic Republic of)","Qarchak",157,"Unhealthy",35.4394,51.5689
"7892","China","Qingdao",232,"Very Unhealthy",36.1167,120.4
"7893","Dominican Republic","Quisqueya",100,"Unhealthy for Sensitive Groups",18.5542,-69.4056
"7894","Democratic Republic of the Congo","Goma",129,"Unhealthy for Sensitive Groups",-1.6794,29.2336
"7895","France","Gonesse",71,"Moderate",48.9875,2.4494
"7896","Indonesia","Gorontalo",25,"Good",0.5333,123.0667
"7897","Brazil","Gramado",28,"Good",-29.3789,-50.8739
"7898","Switzerland","Grenchen",59,"Moderate",47.1906,7.3964
"7899","Spain","Guadalajara",59,"Moderate",20.6767,-103.3475
"7900","Spain","Guadalajara",59,"Moderate",40.6337,-3.1674
"7901","Mexico","Guaymas",48,"Good",28.1667,-110.6667
"7902","Russian Federation","Gubkinskiy",32,"Good",64.4333,76.5
"7903","Uganda","Gulu",74,"Moderate",2.7817,32.2992
"7904",NA,"Hamina",35,"Good",60.5667,27.2
"7905","United States of America","Harper Woods",84,"Moderate",42.439,-82.9293
"7906","Germany","Heppenheim",68,"Moderate",49.6431,8.6389
"7907","Japan","Ina",50,"Good",35.8275,137.954
"7908","Japan","Ina",50,"Good",9.9833,2.7167
"7909","Mozambique","Inhambane",38,"Good",-23.865,35.3833
"7910","United States of America","Inver Grove Heights",53,"Moderate",44.8247,-93.0596
"7911","United Kingdom of Great Britain and Northern Ireland","Inverness",23,"Good",57.4778,-4.2247
"7912","United Kingdom of Great Britain and Northern Ireland","Inverness",23,"Good",46.2,-61.1
"7913","Tajikistan","Isfara",138,"Unhealthy for Sensitive Groups",40.1167,70.6333
"7914","Brazil","Itapetinga",35,"Good",-15.2489,-40.2478
"7915","United States of America","Jamestown",77,"Moderate",-15.9251,-5.7179
"7916","United States of America","Jamestown",77,"Moderate",42.0976,-79.2367
"7917","United States of America","Jamestown",77,"Moderate",46.9063,-98.6937
"7918","India","Jangipur",84,"Moderate",24.47,88.07
"7919","India","Jasidih",95,"Moderate",24.5138,86.6458
"7920","United States of America","Jersey City",70,"Moderate",40.7184,-74.0686
"7921","Uganda","Jinja",78,"Moderate",0.4233,33.2039
"7922","China","Jinji",51,"Moderate",22.165,112.4848
"7923","China","Jinzhou",74,"Moderate",41.1144,121.1292
"7924","El Salvador","Jucuapa",104,"Unhealthy for Sensitive Groups",13.5167,-88.3833
"7925","United States of America","Poway",61,"Moderate",32.9871,-117.0201
"7926","Brazil","Prado",19,"Good",-17.3408,-39.2208
"7927","United States of America","Prescott",50,"Good",34.5849,-112.4473
"7928","Poland","Prudnik",78,"Moderate",50.3228,17.5767
"7929",NA,"Puerto Plata",131,"Unhealthy for Sensitive Groups",19.8,-70.6833
"7930","Guatemala","Quetzaltenango",76,"Moderate",14.8333,-91.5167
"7931","Italy","Rosarno",55,"Moderate",38.485,15.9797
"7932","Spain","Rota",26,"Good",36.6167,-6.35
"7933","Italy","Rovigo",73,"Moderate",45.0809,11.794
"7934","United States of America","Royal Palm Beach",114,"Unhealthy for Sensitive Groups",26.7038,-80.2241
"7935","Colombia","Sabanalarga",106,"Unhealthy for Sensitive Groups",6.85,-75.8167
"7936","Colombia","Sabanalarga",106,"Unhealthy for Sensitive Groups",10.63,-74.9236
"7937","Panama","Sabanitas",69,"Moderate",9.34,-79.8
"7938",NA,"Ramsgate",40,"Good",51.336,1.416
"7939","United States of America","Raymore",50,"Good",38.8029,-94.4583
"7940","United States of America","Red Bank",72,"Moderate",40.348,-74.0672
"7941","United States of America","Red Bank",72,"Moderate",35.1117,-85.2962
"7942","United States of America","Red Bank",72,"Moderate",33.9309,-81.2322
"7943","India","Repalle",55,"Moderate",16.0172,80.8294
"7944","United States of America","Rexburg",41,"Good",43.8226,-111.7919
"7945","Germany","Rheinbach",58,"Moderate",50.6333,6.95
"7946",NA,"Rianxo",25,"Good",42.65,-8.8167
"7947","Bolivia (Plurinational State of)","Riberalta",35,"Good",-11.0128,-66.0572
"7948","China","Rizhao",151,"Unhealthy",35.4164,119.4331
"7949","United States of America","Rome",67,"Moderate",41.8931,12.4828
"7950","United States of America","Rome",67,"Moderate",34.2662,-85.1863
