show_id;type;title;director;country;date_added;release_year;rating;duration;listed_in
s2703;Movie;Tiffany Haddish: She Ready! From the Hood To Hollywood!;Chris Robinson;united states;4/7/2020;2017;TV-MA;66 min;Stand-Up Comedy
s3715;Movie;Unbroken;Svati Chakravarty Bhatkal;india;6/26/2019;2019;TV-14;109 min;Documentaries, International Movies
s8301;Movie;The First Temptation of Christ;Rodrigo Van Der Put;Brazil;12/3/2019;2019;TV-MA;46 min;Comedies, International Movies
s637;movie;The Ice Road;Jonathan Hensleigh;United States;6/25/2021;2021;PG-13;109 min;Action & Adventure
s6445;Movie;Chaotic Love Poems;Garin Nugroho;Indonesia;1/5/2019;2016;TV-14;86 min;Dramas, International Movies, Romantic Movies
s3795;TV Show;Historical Roasts;;united states;5/27/2019;2019;TV-MA;1 Season;Stand-Up Comedy & Talk Shows, TV Comedies
s7096;Movie;Irada Pakka;Kedar Shinde;india;3/15/2018;2010;TV-14;137 min;Comedies, Dramas, International Movies
s8701;TV Show;Wartime Portraits;;Poland;9/15/2016;2014;TV-MA;1 Season;Docuseries, International TV Shows
s5581;TV Show;One More Time;;South Korea;3/10/2017;2016;TV-14;1 Season;International TV Shows, Korean TV Shows, Romantic TV Shows
s6575;Movie;De Film van Dylan Haegens;Dylan Haegens, Bas van Teylingen;Netherlands;4/17/2019;2018;TV-PG;81 min;Comedies, International Movies
s517;TV Show;Girl from Nowhere;;Thailand;7/6/2021;2021;TV-MA;2 Seasons;International TV Shows, TV Dramas, TV Mysteries
s4985;TV Show;Secret of the Nile;;Egypt;3/15/2018;2016;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Dramas
s7414;Movie;Martyrs of Marriage;Deepika Narayan Bhardwaj;india;3/15/2018;2016;TV-14;83 min;Documentaries, International Movies
s8026;Movie;Singularity;Robert Kouba;Switzerland;6/1/2018;2017;PG-13;92 min;Action & Adventure, Dramas, Sci-Fi & Fantasy
s6500;Movie;Clive Davis: The Soundtrack of Our Lives;Chris Perkel;united states;9/17/2019;2017;TV-MA;124 min;Documentaries, Music & Musicals
s6158;Movie;An Interview with God;Perry Lang;united states;3/1/2019;2018;TV-PG;97 min;Dramas, Faith & Spirituality
s6310;Movie;Biggie & Tupac;Nick Broomfield;United Kingdom;1/26/2019;2002;R;108 min;Documentaries, Music & Musicals
s6215;Movie;Bad Match;David Chirchirillo;Singapore;3/11/2018;2017;TV-MA;83 min;Thrillers
s4793;Movie;Chalte Chalte;Aziz Mirza;india;7/1/2018;2003;TV-14;166 min;Dramas, International Movies, Romantic Movies
s8751;Movie;Winter's Bone;Debra Granik;united states;3/1/2019;2010;R;100 min;Dramas, Independent Movies
s772;tv show;Pretty Guardian Sailor Moon Eternal The Movie;Chiaki Kon;;6/3/2021;2021;TV-14;1 Season;TV Shows
s8005;Movie;Shiva;Ram Gopal Varma;india;12/31/2019;1990;TV-MA;168 min;Action & Adventure, Dramas, International Movies
s7448;TV Show;Merlí;;Spain;12/1/2016;2015;TV-MA;1 Season;International TV Shows, TV Dramas, Teen TV Shows
s7281;Movie;Lechmi;B.N. Shajeer Sha;india;8/1/2018;2017;TV-MA;147 min;Comedies, Horror Movies, International Movies
s1734;tv show;Carmel: Who Killed Maria Marta?;Alejandro Hartmann;Argentina;11/5/2020;2020;TV-14;1 Season;Crime TV Shows, Docuseries, International TV Shows
s1234;movie;Fate of Alakada;Kayode Kasum;Nigeria;3/5/2021;2020;TV-14;113 min;Comedies, International Movies
s3320;Movie;Hey Arnold! The Jungle Movie;Raymie Muzquiz, Stu Livingston;united states;11/2/2019;2017;TV-PG;81 min;Children & Family Movies, Comedies
s7833;Movie;Ranbhool;Girish Joshi;india;3/15/2018;2010;TV-MA;115 min;Horror Movies, International Movies, Thrillers
s8670;TV Show;V.R. Troopers;;united states;1/1/2016;1995;TV-G;2 Seasons;Kids' TV
s5020;Movie;Trailer Park Boys: Xmas Special;Mike Clattenburg;Canada;3/1/2018;2004;TV-MA;46 min;Movies
s155;TV Show;Kuroko's Basketball;;Japan;9/1/2021;2015;TV-MA;3 Seasons;Anime Series, International TV Shows, Teen TV Shows
s4021;Movie;Finally Found Someone;Theodore Boborol;Philippines;3/14/2019;2017;TV-14;125 min;International Movies, Romantic Movies
s6217;TV Show;Badalte Rishton Ki Dastaan;;india;4/1/2017;2013;TV-14;1 Season;International TV Shows, TV Dramas
s6874;TV Show;Gonul;Neslihan Yesilyurt;Turkey;7/12/2017;2015;TV-14;1 Season;International TV Shows, TV Dramas, TV Thrillers
s4172;tv show;The Perfect Match;;pakistan;1/25/2019;2017;TV-14;1 Season;International TV Shows, Romantic TV Shows, TV Comedies
s8509;Movie;The Similars;Isaac Ezban;Mexico;1/15/2017;2015;NR;90 min;Horror Movies, Independent Movies, International Movies
s6264;TV Show;Beating Again;;South Korea;5/22/2017;2015;TV-14;1 Season;International TV Shows, Korean TV Shows, Romantic TV Shows
s2658;TV Show;Win the Wilderness;;United Kingdom;4/22/2020;2020;TV-14;1 Season;British TV Shows, International TV Shows, Reality TV
s4260;Movie;When Angels Sleep;Gonzalo Bendala;Spain;12/28/2018;2018;TV-MA;96 min;Dramas, International Movies, Thrillers
s1428;TV Show;Inside the World’s Toughest Prisons;;United Kingdom;1/8/2021;2021;TV-MA;5 Seasons;British TV Shows, Crime TV Shows, Docuseries
s2902;Movie;Untamed Romania;Tom Barton-Humphreys;Romania;2/20/2020;2018;TV-PG;93 min;Children & Family Movies, Documentaries, International Movies
s5717;TV Show;Paranoid;;United Kingdom;11/17/2016;2016;TV-MA;1 Season;British TV Shows, Crime TV Shows, International TV Shows
s3321;Movie;Jinxed;Stephen Herek;united states;11/2/2019;2013;TV-Y;69 min;Children & Family Movies, Comedies
s3061;Movie;Ghost Stories;Anurag Kashyap, Dibakar Banerjee, Karan Johar, Zoya Akhtar;india;1/1/2020;2020;TV-MA;145 min;Horror Movies, International Movies, Thrillers
s4598;Movie;Phantom;Kabir Khan;india;10/1/2018;2015;TV-14;129 min;Action & Adventure, International Movies
s7865;TV Show;Revolting Rhymes;Jani Lachauer, Jakob Schuh;United Kingdom;2/1/2018;2017;TV-PG;1 Season;British TV Shows, Kids' TV
s1012;Movie;Free to Play;;united states;4/19/2021;2014;TV-14;76 min;Documentaries
s1417;tv show;Night Stalker: The Hunt for a Serial Killer;Tiller Russell;United States;1/13/2021;2021;TV-MA;1 Season;Crime TV Shows, Docuseries
s8348;tv show;The Homecoming;;pakistan;6/2/2017;2015;TV-PG;1 Season;International TV Shows, Korean TV Shows, Reality TV
s5815;Movie;Real Crime: Supermarket Heist (Tesco Bomber);;United Kingdom;8/15/2016;2010;TV-14;46 min;Documentaries
s6428;Movie;Casino Royale;Martin Campbell;United Kingdom;8/31/2020;2006;PG-13;145 min;Action & Adventure
s8378;Movie;The King's Speech;Tom Hooper;United Kingdom;6/2/2018;2010;R;118 min;Dramas, International Movies
s5983;Movie;100 Days Of Solitude;;Spain;7/6/2018;2018;TV-MA;93 min;Documentaries, International Movies
s7966;Movie;Searching for Sugar Man;Malik Bendjelloul;Sweden;12/1/2019;2012;PG-13;86 min;Documentaries, International Movies, Music & Musicals
s2366;movie;Alexandria ... Why?;Youssef Chahine;Egypt;6/18/2020;1979;TV-MA;131 min;Classic Movies, Dramas, International Movies
s865;movie;Taxi No. 9211;Milan Luthria;India;5/20/2021;2006;TV-14;116 min;Dramas, International Movies, Thrillers
s2076;movie;Take the Ball, Pass the Ball;Duncan McMath;Spain;9/1/2020;2018;TV-MA;109 min;Documentaries, International Movies, Sports Movies
s6422;Movie;Caregiver;Chito S. Roño;Philippines;3/5/2019;2008;TV-14;131 min;Dramas, International Movies
s2587;TV Show;Monthly Girls' Nozaki Kun;;Japan;5/1/2020;2014;TV-PG;1 Season;Anime Series, Romantic TV Shows
s2470;Movie;Ne Zha;Yu Yang;China;5/25/2020;2019;TV-14;110 min;Action & Adventure, Comedies, International Movies
s6562;Movie;Danny Says;Brendan Toller;united states;3/2/2017;2015;TV-MA;103 min;Documentaries, Music & Musicals
s2790;Movie;El silencio es bienvenido;Gabriela García Rivas;Mexico;3/20/2020;2017;TV-14;95 min;Dramas, Independent Movies, International Movies
s289;TV Show;Las muñecas de la mafia;;Colombia;8/10/2021;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, Spanish-Language TV Shows
s2088;movie;Santana;Chris Roland, Maradona Dias Dos Santos;South Africa;8/28/2020;2020;TV-MA;107 min;Action & Adventure, International Movies
s218;movie;The Dirty Picture;Milan Luthria;India;8/27/2021;2011;TV-14;145 min;Comedies, Dramas, International Movies
s1513;movie;Rhys Nicholson Live at the Athenaeum;Thomas Toby Parkinson;United Kingdom;12/20/2020;2020;TV-MA;66 min;Stand-Up Comedy
s7157;Movie;K-19: The Widowmaker;Kathryn Bigelow;United Kingdom;11/21/2019;2002;PG-13;138 min;Action & Adventure, Dramas
s5374;Movie;Uncertain Glory;Agustí Villaronga;Spain;7/17/2017;2017;TV-MA;116 min;Dramas, International Movies
s3113;Movie;Being Mrs Elliot;Omoni Oboli;Nigeria;12/20/2019;2014;TV-14;113 min;Dramas, International Movies, Romantic Movies
s4720;Movie;7 Khoon Maaf;Vishal Bhardwaj;india;8/2/2018;2011;TV-MA;148 min;Dramas, International Movies, Thrillers
s3845;tv show;Bibik-Bibikku;;pakistan;5/8/2019;2016;TV-PG;1 Season;International TV Shows, TV Comedies
s3005;Movie;KD (A) Karuppudurai;Madhumita;india;1/21/2020;2019;TV-14;116 min;Comedies, Dramas, Independent Movies
s61;movie;Naruto Shippuden: The Movie: The Lost Tower;Masahiko Murata;Japan;9/15/2021;2010;TV-14;85 min;Action & Adventure, Anime Features, International Movies
s1966;movie;High & Low The Movie 2 / End of Sky;Shigeaki Kubo, Tsuyoshi Nakakuki;Japan;9/20/2020;2017;TV-MA;124 min;Action & Adventure, International Movies
s5686;Movie;Other People;Chris Kelly;united states;12/8/2016;2016;TV-MA;97 min;Comedies, Dramas, Independent Movies
s8364;Movie;The Intent;Femi Oyeniran, Kalvadour Peterson;United Kingdom;5/15/2017;2016;TV-MA;99 min;Dramas, International Movies, Thrillers
s5089;Movie;The House Next Door;Milind Rau;india;1/9/2018;2017;TV-MA;135 min;Horror Movies, International Movies, Thrillers
s8538;Movie;The Trust;Ben Brewer, Alex Brewer;united states;4/1/2019;2015;R;91 min;Thrillers
s6745;TV Show;Fear Files... Har Mod Pe Darr;;india;6/1/2017;2015;TV-MA;1 Season;International TV Shows, TV Horror, TV Thrillers
s4881;Movie;Lo más sencillo es complicarlo todo;Rene Bueno;Mexico;5/4/2018;2018;TV-14;94 min;Comedies, International Movies, Romantic Movies
s3099;Movie;Fireworks;Akiyuki Shinbo, Nobuyuki Takeuchi;Japan;12/25/2019;2017;TV-PG;91 min;Anime Features, Romantic Movies
s3080;TV Show;ARASHI's Diary -Voyage-;;Japan;12/31/2019;2019;TV-PG;1 Season;Docuseries, International TV Shows
s6357;Movie;Bon Bini Holland;Jelle de Jonge;Netherlands;9/1/2016;2015;TV-MA;88 min;Comedies, International Movies
s4274;TV Show;Perfume;;Germany;12/21/2018;2018;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s6725;TV Show;Extras;;United Kingdom;3/31/2017;2006;TV-MA;2 Seasons;British TV Shows, TV Comedies
s7260;Movie;Laal Rang;Syed Ahmad Afzal;india;3/1/2018;2016;TV-14;143 min;Dramas, International Movies, Thrillers
s6367;Movie;Boy and the World;Alê Abreu;Brazil;10/1/2017;2013;PG;80 min;Children & Family Movies
s6450;Movie;Chashme Buddoor;David Dhawan;india;5/1/2017;2013;TV-PG;121 min;Comedies, International Movies, Music & Musicals
s3827;TV Show;Revisions;;Japan;5/14/2019;2018;TV-14;1 Season;Anime Series, International TV Shows
s3933;Movie;Sarvam Thaala Mayam (Telugu Version);Rajiv Menon;india;4/8/2019;2018;TV-14;131 min;Dramas, International Movies, Music & Musicals
s1937;movie;Welcome to Sudden Death;Dallas Jackson;United States;9/29/2020;2020;R;80 min;Action & Adventure
s7805;Movie;Pusher;Luis Prieto;United Kingdom;12/27/2017;2012;R;89 min;Action & Adventure
s6956;TV Show;Hell on Wheels;;Canada;5/28/2016;2016;TV-14;5 Seasons;Crime TV Shows, TV Action & Adventure
s4912;Movie;The Rachel Divide;Laura Brownson;united states;4/27/2018;2018;TV-MA;105 min;Documentaries
s691;movie;Rurouni Kenshin: The Final;Keishi Otomo;;6/18/2021;2021;TV-14;137 min;Action & Adventure, International Movies
s7937;Movie;Sardaar ji;Rohit Jugraj;Canada;12/1/2017;2015;TV-14;140 min;Comedies, International Movies, Music & Musicals
s793;movie;Flipped;Rob Reiner;United States;6/2/2021;2010;PG;90 min;Comedies, Dramas, Romantic Movies
s5076;TV Show;Tiempos de guerra;;Spain;1/18/2018;2017;TV-MA;1 Season;International TV Shows, Romantic TV Shows, Spanish-Language TV Shows
s4431;TV Show;Creators;;Argentina;11/1/2018;2015;TV-Y;2 Seasons;Kids' TV, Spanish-Language TV Shows
s2816;Movie;Jai Mummy Di;Navjot Gulati;india;3/14/2020;2020;TV-MA;101 min;Comedies, International Movies, Romantic Movies
s7714;Movie;Patient Seventeen;Jeremy Kenyon Lockyer Corbell;united states;1/29/2018;2017;TV-14;68 min;Documentaries
s4602;Movie;Race 2;Abbas Alibhai Burmawalla, Mastan Alibhai Burmawalla;india;10/1/2018;2013;TV-14;139 min;Action & Adventure, International Movies, Music & Musicals
s2369;movie;Cairo Station;Youssef Chahine;Egypt;6/18/2020;1958;TV-14;73 min;Classic Movies, Dramas, International Movies
s4200;tv show;Back with the Ex;;pakistan;1/11/2019;2018;TV-MA;1 Season;International TV Shows, Reality TV, Romantic TV Shows
s5672;TV Show;Immortal Classic;;South Korea;12/15/2016;2012;TV-14;1 Season;International TV Shows, Korean TV Shows, TV Dramas
s826;TV Show;Dirty John;;united states;5/31/2021;2020;TV-MA;2 Seasons;Crime TV Shows, TV Dramas, TV Mysteries
s7636;Movie;Océans;Jacques Perrin, Jacques Cluzaud;France;9/19/2019;2009;G;84 min;Documentaries, International Movies
s4201;TV Show;Friends from College;;united states;1/11/2019;2019;TV-MA;2 Seasons;Romantic TV Shows, TV Comedies
s887;tv show;The Mystic River;Uzodinma Okpechi;;5/14/2021;2020;TV-14;1 Season;International TV Shows, TV Horror, TV Sci-Fi & Fantasy
s2486;Movie;Mujeres arriba;Andrés Feddersen;Chile;5/21/2020;2019;TV-14;98 min;Comedies, International Movies, Romantic Movies
s4516;Movie;Kuntilanak;Rizal Mantovani;Indonesia;10/12/2018;2018;TV-14;106 min;Horror Movies, International Movies
s3151;Movie;6 Underground;Michael Bay;united states;12/13/2019;2019;R;129 min;Action & Adventure, Dramas
s5490;Movie;Get Me Roger Stone;Dylan Bank, Daniel DiMauro, Morgan Pehme;united states;5/12/2017;2017;TV-MA;101 min;Documentaries
s3658;Movie;Secret Obsession;Peter Sullivan;united states;7/18/2019;2019;TV-14;98 min;Thrillers
s1126;TV Show;Murder Maps;;United Kingdom;4/1/2021;2017;TV-MA;2 Seasons;British TV Shows, Crime TV Shows, Docuseries
s372;movie;Pomegranates and Myrrh;Najwa Najjar;France;7/30/2021;2009;TV-14;95 min;Dramas, Independent Movies, International Movies
s6206;Movie;Babel;Alejandro G. Iñárritu;France;1/1/2019;2006;R;143 min;Dramas, Independent Movies
s5539;TV Show;The Get Down;;united states;4/7/2017;2017;TV-MA;2 Seasons;TV Dramas
s6640;Movie;Dr. Seuss' The Cat in the Hat;Bo Welch;united states;5/1/2019;2003;PG;82 min;Children & Family Movies, Comedies
s5829;Movie;Tallulah;Sian Heder;united states;7/29/2016;2016;TV-MA;112 min;Dramas, Independent Movies
s4841;Movie;Bad Genius;Nattawut Poonpiriya;Thailand;6/1/2018;2017;TV-MA;130 min;Dramas, International Movies, Thrillers
s2198;movie;Shine Your Eyes;Matias Mariani;Brazil;7/29/2020;2020;TV-MA;103 min;Dramas, Independent Movies, International Movies
s77;TV Show;Yowamushi Pedal;;Japan;9/14/2021;2013;TV-14;1 Season;Anime Series, International TV Shows
s4966;Movie;Trailer Park Boys: Countdown to Liquor Day;Mike Clattenburg;Canada;3/30/2018;2009;R;102 min;Comedies, Cult Movies
s8606;TV Show;Top Grier;;united states;12/31/2018;2018;TV-MA;3 Seasons;Reality TV
s2735;Movie;Kuch Kuch Hota Hai;Karan Johar;india;4/1/2020;1998;TV-14;185 min;Comedies, Dramas, International Movies
s1411;movie;Tribhanga - Tedhi Medhi Crazy;Renuka Shahane;India;1/15/2021;2021;TV-MA;96 min;Dramas, International Movies
s6472;Movie;Chingo Bling: They Can't Deport Us All;Luis Lopez;;6/1/2017;2017;TV-MA;63 min;Stand-Up Comedy
s1415;movie;The Heartbreak Club;Charles Gozali, Bagus Bramanti;Indonesia;1/14/2021;2020;TV-14;101 min;Comedies, Dramas, International Movies
s427;movie;Cousins;Ainsley Gardiner, Briar Grace-Smith;New Zealand;7/22/2021;2021;TV-MA;99 min;Dramas
s2914;Movie;Fanatyk;Micha_ Tylka;Poland;2/14/2020;2017;TV-MA;33 min;Comedies, Dramas, Independent Movies
s7067;Movie;Incorruptible;Elizabeth Chai Vasarhelyi;united states;9/1/2017;2015;TV-MA;90 min;Documentaries
s7859;Movie;Residente;René Pérez Joglar;united states;1/1/2018;2017;TV-MA;97 min;Documentaries, Music & Musicals
s2794;TV Show;The English Game;;United Kingdom;3/20/2020;2020;TV-14;1 Season;British TV Shows, International TV Shows, TV Dramas
s1948;TV Show;Whose Vote Counts, Explained;;united states;9/28/2020;2020;TV-PG;1 Season;Docuseries
s7765;TV Show;Power Rangers in Space;;united states;1/1/2016;1998;TV-Y7;1 Season;Kids' TV
s1813;movie;Brave Blue World: Racing to Solve Our Water Crisis;Tim Neeves;Canada;10/21/2020;2020;TV-PG;51 min;Documentaries, International Movies
s5811;Movie;I'll Sleep When I'm Dead;Justin Krook;united states;8/19/2016;2016;TV-MA;80 min;Documentaries, Music & Musicals
s5186;TV Show;Alias Grace;;Canada;11/3/2017;2017;TV-MA;1 Season;Crime TV Shows, International TV Shows, TV Dramas
s442;movie;Fear Street Part 3: 1666;Leigh Janiak;;7/16/2021;2021;R;114 min;Horror Movies, LGBTQ Movies
s5210;Movie;One of Us;Heidi Ewing, Rachel Grady;united states;10/20/2017;2017;TV-14;95 min;Documentaries
s7663;Movie;One Heart: The A.R. Rahman Concert Film;;india;11/1/2017;2017;TV-G;87 min;Documentaries, International Movies, Music & Musicals
s7223;tv show;Kon Kon Kon;;pakistan;2/16/2018;2014;TV-PG;1 Season;Docuseries, International TV Shows
s1545;movie;Grizzlies;Miranda de Pencier;Canada;12/15/2020;2018;R;106 min;Dramas, Independent Movies, Sports Movies
s6516;Movie;Colkatay Columbus;Saurav Palodhi;india;3/30/2017;2016;TV-14;118 min;Comedies, Dramas, Independent Movies
s121;TV Show;Heroes of Goo Jit Zu;;Australia;9/2/2021;2021;TV-Y7;1 Season;Kids' TV, TV Comedies
s5961;Movie;187;Kevin Reynolds;united states;11/1/2019;1997;R;119 min;Dramas
s6681;Movie;Elephants Dream 4 Hour;Bassam Kurdali;Netherlands;8/23/2018;2006;TV-MA;196 min;International Movies, Sci-Fi & Fantasy
s4121;Movie;High Flying Bird;Steven Soderbergh;united states;2/8/2019;2019;TV-MA;91 min;Dramas, Sports Movies
s482;movie;How I Became a Superhero;Douglas Attal;;7/9/2021;2021;TV-MA;101 min;Action & Adventure, Dramas, International Movies
s4375;Movie;Sabrina;Rocky Soraya;Indonesia;11/20/2018;2018;TV-MA;114 min;Horror Movies, International Movies
s2791;TV Show;Greenhouse Academy;;united states;3/20/2020;2020;TV-PG;4 Seasons;Kids' TV, TV Dramas, Teen TV Shows
s8660;Movie;Undercover Grandpa;Erik Canuel;Canada;11/1/2017;2016;PG-13;94 min;Action & Adventure, Children & Family Movies, Comedies
s5403;Movie;The Invisible Guest;Paulo Oriol;Spain;7/1/2017;2016;TV-14;106 min;International Movies, Thrillers
s2341;movie;Vivah;Sooraj R. Barjatya;India;6/25/2020;2006;TV-14;166 min;Dramas, International Movies, Romantic Movies
s8271;Movie;The Dawn Wall;Peter Mortimer, Josh Lowell;Austria;3/4/2019;2017;TV-MA;100 min;Documentaries, Sports Movies
s6153;Movie;An American Tail: Fievel Goes West;Phil Nibbelink, Simon Wells;united states;4/1/2018;1991;G;75 min;Children & Family Movies
s8427;Movie;The Monster;Bryan Bertino;united states;1/9/2019;2016;R;91 min;Horror Movies, Independent Movies
s6388;Movie;Bugs;Andreas Johnsen;Netherlands;2/20/2018;2016;TV-G;73 min;Documentaries, International Movies
s98;TV Show;Kid Cosmic;;united states;9/7/2021;2021;TV-Y7;2 Seasons;Kids' TV, TV Comedies, TV Sci-Fi & Fantasy
s6599;Movie;Deviant Love;Michael Feifer;united states;9/13/2019;2019;TV-14;87 min;Thrillers
s1244;movie;Black or White;Mike Binder;United States;3/2/2021;2014;PG-13;121 min;Dramas
